,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
198,0.435939102,60,0,0.5511859410000001,8136.0,11,0,2,0,1.0,0.47924185
199,0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0,0.6856854
200,0.173771186,51,1,0.038214186,10728.0,11,0,0,0,2.0,0.18513313
201,0.246758441,72,0,0.147159647,4083.0,3,0,1,0,2.0,0.20174558
202,0.05880047,27,0,0.065837601,4100.0,6,1,1,0,1.0,0.03135977
203,0.890994063,46,0,0.435557957,3700.0,6,0,0,0,3.0,0.6376221
204,0.025914337,63,0,1130.0,,17,0,1,0,0.0,0.9849723
205,0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0,0.6216995
206,0.067296896,66,1,0.1531058619999999,8000.0,25,0,0,1,0.0,0.08268079
207,0.074727011,73,0,0.030564884,26500.0,11,0,1,0,0.0,0.05790503
208,0.013692447,51,0,454.0,,6,0,1,0,0.0,0.9369838
209,0.073382734,49,0,0.3387288739999999,4200.0,15,1,2,0,0.0,0.08818853
210,0.017837002,82,0,0.6771472390000001,2607.0,11,0,1,0,0.0,0.3618349
211,0.9999999,46,1,0.0,2000.0,1,0,0,0,0.0,0.22702146
212,0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0,0.45324236
213,0.005666457,27,0,523.0,,4,0,0,0,,0.8803081
214,0.13299659,55,0,2686.0,,7,0,2,0,0.0,0.91241735
215,0.012595209,63,0,533.0,,5,0,1,0,,0.96663415
216,0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0,0.045177974
217,0.0262313379999999,63,0,0.1807896,4153.0,6,0,0,0,0.0,0.079390526
218,0.902209779,33,0,0.547390522,3333.0,5,0,1,0,0.0,0.74905187
219,0.591081784,39,1,0.4602728729999999,4983.0,6,0,1,0,3.0,0.6420546
220,0.0530754109999999,47,0,0.381402066,9000.0,5,0,1,0,4.0,0.40180776
221,0.25853729,54,1,803.0,,15,0,0,1,,0.87012565
222,0.0996142669999999,82,0,0.018121547,9049.0,6,0,0,0,0.0,0.024130382
223,0.019853938,37,2,0.452934662,5417.0,15,0,2,0,2.0,0.30223915
224,0.460357801,52,0,2690.0,,14,0,2,0,0.0,0.97942436
225,0.0,43,0,0.262179026,8333.0,9,0,2,0,2.0,0.17655598
226,0.833817523,52,3,1775.0,,9,1,0,0,1.0,0.9978154
227,0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0,0.05621194
228,0.2152350489999999,41,0,0.165489163,8350.0,11,0,1,0,0.0,0.5720086
229,0.411171434,42,0,0.550064277,7000.0,10,0,2,0,2.0,0.42813358
230,0.076162047,53,0,0.130772893,6300.0,6,0,1,0,2.0,0.11191498
231,0.29814085,40,0,0.2321577339999999,3600.0,7,0,0,0,2.0,0.43188658
232,0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0,0.36318704
233,0.2458233889999999,44,1,0.12386778,8500.0,4,0,0,0,4.0,0.15738033
234,0.9999999,35,0,0.105489451,10000.0,4,1,1,0,3.0,0.48035014
235,0.0035858709999999,72,0,0.010643524,6106.0,10,0,0,0,0.0,0.009742414
236,0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0,0.114614375
237,0.0,77,0,0.0,3523.0,3,0,0,0,0.0,0.012332824
238,0.547211731,34,0,0.175431303,4810.0,8,1,0,0,1.0,0.35637656
239,0.0,80,0,0.0,,3,0,0,0,0.0,0.92798895
240,0.008934588,61,0,965.0,,5,0,1,0,0.0,0.99187464
241,0.3466105579999999,54,1,1725.0,,6,0,1,0,0.0,0.9958437
242,0.9999999,47,0,0.0,,0,0,0,0,,0.33699852
243,0.00282216,67,0,1449.0,,7,0,1,0,,0.9965694
244,0.023899602,64,0,0.321085888,4272.0,10,0,1,0,0.0,0.30771703
245,0.101386246,71,0,0.064100059,5116.0,7,0,0,0,0.0,0.056318942
246,0.021529081,56,0,0.009141551,7000.0,10,0,0,0,3.0,0.01227275
247,0.056129591,66,0,0.426801802,887.0,6,0,0,0,0.0,0.047403473
248,0.507256748,76,0,828.0,,3,0,0,0,0.0,0.9850943
249,0.0,50,0,272.0,,8,0,0,0,0.0,0.8358777
250,0.016934414,76,0,0.381845302,4692.0,19,0,1,0,1.0,0.11955197
251,0.561234083,29,0,0.142102616,3975.0,5,0,0,0,0.0,0.41083974
252,0.371964912,48,0,0.588068655,6000.0,11,0,1,0,2.0,0.5894493
253,0.268379729,25,0,17.0,,4,0,0,0,,0.93770134
254,0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0,0.41461506
255,0.965968344,40,0,0.577979206,3750.0,9,0,0,0,0.0,0.6665907
256,0.063018372,68,0,0.274207369,3500.0,5,0,0,0,0.0,0.0279291
257,0.0,51,2,0.0,12500.0,4,0,0,0,0.0,0.11683465
258,0.9999999,23,0,0.208992506,1200.0,1,0,0,0,0.0,0.48162827
259,0.0661466929999999,54,0,0.130836297,17433.0,4,0,2,0,1.0,0.12310539
260,0.766946087,45,0,0.058761249,17000.0,6,0,0,0,3.0,0.535585
261,0.0991521369999999,68,0,0.259352084,10772.0,6,0,1,0,2.0,0.13642246
262,0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0,0.5483412
263,0.08617142,47,0,0.379941547,6500.0,15,0,3,0,2.0,0.36031404
264,0.0143629839999999,38,0,0.2981361489999999,12500.0,6,0,2,0,3.0,0.26364654
265,0.304739052,57,4,0.365713587,8183.0,9,0,1,0,1.0,0.58912367
266,0.12344773,63,0,0.072428648,7427.0,8,0,0,0,1.0,0.06805129
267,0.571527353,77,1,0.973491258,1772.0,11,0,0,0,0.0,0.39672244
268,0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0,0.47700304
269,0.668308581,46,0,0.49310138,5000.0,5,0,1,0,0.0,0.54925853
270,0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0,0.27327052
271,0.563864244,50,0,0.1155256319999999,15000.0,9,0,1,0,1.0,0.64693636
272,0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0,0.41300008
273,0.2344829189999999,52,0,0.471505699,5000.0,14,0,0,0,0.0,0.53568625
274,0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0,0.7403336
275,0.684769702,77,3,0.479813665,10303.0,16,3,2,0,1.0,0.07467645
276,0.017506332,44,1,0.286936561,9583.0,8,0,1,0,0.0,0.40330443
277,0.0,54,0,0.2614124869999999,4884.0,12,1,1,1,1.0,0.15017727
278,0.443547022,41,0,1779.0,,6,0,1,0,0.0,0.96193355
279,0.283271754,57,0,0.4950365439999999,9166.0,21,0,2,0,0.0,0.80347586
280,0.384871781,37,0,0.638788585,8584.0,15,0,2,0,0.0,0.59789103
281,0.174751171,41,1,0.194450197,4828.0,7,0,0,0,2.0,0.35803768
282,0.0,51,0,0.7030296970000001,10000.0,20,0,3,0,3.0,0.43387452
283,0.0,42,0,467.0,,2,0,0,0,0.0,0.7705357
284,0.991152514,60,0,0.7893396979999999,6284.0,7,0,2,0,3.0,0.8991057
285,1.0103665309999998,78,2,0.463752334,12855.0,10,0,1,1,0.0,0.3565282
286,0.07920536,47,0,0.4118178529999999,5533.0,11,0,2,0,1.0,0.30213657
287,0.024719011,51,0,0.007197121,2500.0,3,0,0,0,0.0,0.06282779
288,0.079803877,59,0,0.246225506,12451.0,14,0,2,0,0.0,0.33655873
289,0.059179389,56,0,0.014182344,3454.0,4,0,0,0,0.0,0.021607665
290,0.214589891,75,0,657.0,,1,0,0,0,0.0,0.9255831
291,0.014577962,63,0,983.0,,7,0,1,0,0.0,0.9927043
292,0.099764127,38,0,0.227337942,7666.0,9,0,1,0,0.0,0.5093583
293,0.082763908,48,0,0.275878488,10500.0,8,0,2,0,0.0,0.5443263
294,0.9999999,23,0,0.0,800.0,0,0,0,0,0.0,0.047759507
295,0.7674465109999999,35,0,0.113396173,3500.0,2,0,0,0,2.0,0.43328378
296,0.042847048,66,0,0.63327674,5300.0,14,0,2,0,0.0,0.68985015
297,0.053434037,41,0,0.452203824,12500.0,7,0,2,0,2.0,0.21974483
298,0.080083629,77,0,32.0,,5,0,0,0,0.0,0.86316884
299,0.06004476,70,0,0.4410828029999999,3139.0,6,0,1,0,0.0,0.19757192
300,0.0,66,0,0.7221773109999999,3710.0,5,0,3,0,1.0,0.24658562
301,0.0,46,0,0.138976837,6000.0,6,0,1,0,2.0,0.14279182
302,0.7685195140000001,50,0,0.511581614,5525.0,6,0,1,0,3.0,0.65255445
303,0.3973626079999999,35,1,0.978104379,3333.0,17,0,1,0,2.0,0.51173306
304,0.009465405,59,1,0.275890099,6150.0,4,0,1,0,1.0,0.47824422
305,0.176125506,74,0,283.0,,4,0,0,0,0.0,0.93081176
306,0.07313241,27,0,0.173884077,1500.0,7,0,0,0,0.0,0.10428532
307,0.185666958,41,0,0.251218598,8000.0,11,0,2,0,1.0,0.5789335
308,0.143985601,40,0,1971.0,,5,0,1,0,0.0,0.97241884
309,0.069094032,61,0,0.2097541939999999,12814.0,7,0,1,0,1.0,0.22627649
310,0.0,43,0,1221.0,,8,0,1,0,,0.9342611
311,0.721986227,45,0,1.798695247,2145.0,12,0,3,0,2.0,0.61176276
312,0.0327483629999999,88,0,1373.0,0.0,2,0,1,0,0.0,0.99611473
313,1.092301238,38,4,0.8823897009999999,8000.0,14,1,2,0,1.0,0.887763
314,0.047483914,67,0,0.308350622,3855.0,12,0,1,0,0.0,0.3433456
315,0.457405679,28,0,0.070686071,1442.0,2,0,0,0,0.0,0.2544769
316,0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0,0.011522967
317,0.799180612,65,0,0.286510912,10400.0,5,0,1,0,2.0,0.7161815
318,0.35097686,35,0,1.594189316,3200.0,7,0,1,0,0.0,0.83445215
319,0.788686723,24,0,0.331334333,2000.0,6,0,0,0,0.0,0.5508472
320,0.1841345089999999,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0,0.8100833
321,0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2.0,0.14005834
322,0.071795214,42,0,1586.0,,4,0,2,0,,0.98622453
323,0.169951252,47,0,122.0,,2,0,0,0,3.0,0.7868522
324,0.025084882,56,1,0.618038196,10000.0,14,0,5,0,0.0,0.84961784
325,0.244349718,64,0,1.225050916,981.0,13,0,1,0,0.0,0.9124234
326,1.107892108,21,0,0.008247938,4000.0,2,0,0,0,0.0,0.8773428
327,0.852213505,64,0,0.544367644,5352.0,8,0,1,0,0.0,0.78887594
328,0.9999999,53,0,0.438943109,4200.0,8,0,1,0,0.0,0.6772367
329,0.074555164,41,0,0.252650634,11600.0,6,0,1,0,1.0,0.20392194
330,0.9999999,59,0,0.41023622,2539.0,4,0,0,0,0.0,0.23900731
331,0.1793710969999999,88,0,3.077448747,1316.0,13,0,0,0,0.0,0.46178117
332,0.033154082,51,1,0.357944932,6500.0,10,0,1,0,3.0,0.5477107
333,0.0343326179999999,35,0,0.289311091,6473.0,10,0,2,0,0.0,0.40257475
334,0.01790529,60,0,3527.0,,12,0,2,0,0.0,0.99087256
335,0.035998925,49,0,36.0,,3,0,0,0,2.0,0.8449387
336,0.025216706,76,0,0.013994402,2500.0,4,0,0,0,0.0,0.011980933
337,0.0,43,0,0.519668338,5185.0,8,0,1,0,0.0,0.18925585
338,0.022288912,65,0,0.368926215,5000.0,13,0,1,0,0.0,0.24524795
339,0.987940125,61,2,0.149522328,4500.0,4,0,0,0,0.0,0.56634015
340,0.012865069,72,0,0.00239904,2500.0,1,0,0,0,0.0,0.017081643
341,0.061115648,83,0,0.0567663459999999,1972.0,9,0,0,0,0.0,0.04688717
